"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"4129","RT @Royals: Just one month into the season, @SunLifeUS is making great progress to #StrikeoutDiabetes! For each K by our pitchers this year…",FALSE,0,NA,2019-04-30 15:09:45,FALSE,NA,"1123243045401575424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dawnerrific",14,TRUE,FALSE,NA,NA
"4130","RT @ispad_org: #T1D in infants &amp; toddlers creates many challenges, both medical &amp; psychosocial for the families, #diabetes teams and other…",FALSE,0,NA,2019-04-30 15:08:25,FALSE,NA,"1123242709735571456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aaronjkowalski",3,TRUE,FALSE,NA,NA
"4131","🔴 best juice for diabetics | Bitter Gourd Juice diabetes | Bitter melon ... https://t.co/l0zKwn1GKr via @YouTube #diabetic #diabetes #health",FALSE,0,NA,2019-04-30 15:07:52,FALSE,NA,"1123242571705176064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","atlananda",0,FALSE,FALSE,NA,NA
"4132","RT @sgcalories: Wow! Take a look at the glucose control for this T1D on LC/Keto.   The CGM data for 4 weeks is sensational.   I don't think…",FALSE,0,NA,2019-04-30 15:06:41,FALSE,NA,"1123242273968467968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Diabetescouk",1,TRUE,FALSE,NA,NA
"4133","RT @DrAmbrishMithal: Can people with diabetes eat fruits? Half a medium-sized banana, which provides 15 gm carbs, is fine. (14/29)#Diabetes…",FALSE,0,NA,2019-04-30 15:06:37,FALSE,NA,"1123242255530127360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krishnDG",3,TRUE,FALSE,NA,NA
"4134","WATCH or READ my interview with Scott at @MySugr...talking about balancing blood sugars during exercise with diabet… https://t.co/p5rTtJlpIk",FALSE,7,NA,2019-04-30 15:06:36,TRUE,NA,"1123242252195778560",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GingerVieira",1,FALSE,FALSE,NA,NA
"4135","RT @DrAmbrishMithal: Can people with diabetes eat fruits? Consume proteins like yogurt, milk or nuts with fruits. It makes a highly nutriti…",FALSE,0,NA,2019-04-30 15:06:21,FALSE,NA,"1123242188060512256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krishnDG",3,TRUE,FALSE,NA,NA
"4136","Managing Attention Deficit Disorders and Diabetes? https://t.co/pd4VvvlBNT #PWD #Diabetes #dblog #psychotherapy #Diabetic",FALSE,0,NA,2019-04-30 15:06:01,FALSE,NA,"1123242104145289216",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","DiabeticTalks",0,FALSE,FALSE,NA,NA
"4137","RT @DrAmbrishMithal: Can people with diabetes eat fruits? The much-hyped fruit juices are not very different from colas when it comes to ca…",FALSE,0,NA,2019-04-30 15:05:56,FALSE,NA,"1123242084440236034",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krishnDG",5,TRUE,FALSE,NA,NA
"4138","RT @DrAmbrishMithal: Can people with diabetes eat fruits? Juices are not recommended—a better way is to consume the whole fruit instead. (2…",FALSE,0,NA,2019-04-30 15:05:52,FALSE,NA,"1123242066484424705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krishnDG",4,TRUE,FALSE,NA,NA
"4139","Strong thigh muscles are inversely related to diabetes risk  #squats #sprints #t2d #diabetes #prevention... Diabete… https://t.co/9StZhWlwch",FALSE,0,NA,2019-04-30 15:05:49,TRUE,NA,"1123242053939412993",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeachSprinter",0,FALSE,FALSE,NA,NA
"4140","RT @DrAmbrishMithal: Can people with diabetes eat fruits? Because of their fibre content, whole fruits typically have a medium or even low…",FALSE,0,NA,2019-04-30 15:05:47,FALSE,NA,"1123242046448291843",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krishnDG",2,TRUE,FALSE,NA,NA
"4141","RT @DrAmbrishMithal: Can people with diabetes eat fruits? Those with controlled diabetes can have mangoes. The key is the portion size. (27…",FALSE,0,NA,2019-04-30 15:05:39,FALSE,NA,"1123242014743470086",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krishnDG",4,TRUE,FALSE,NA,NA
"4142","RT @DrAmbrishMithal: Can people with diabetes eat fruits?About half a medium-sized mango will provide the recommended 15 gm carbs. That sho…",FALSE,0,NA,2019-04-30 15:05:32,FALSE,NA,"1123241985194639362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","krishnDG",4,TRUE,FALSE,NA,NA
"4143","Today’s the last day of #FootHealthAwarenessMonth. Get tips everyday on  #diabetes, #bunions, #shoes, ankle sprains… https://t.co/lFpfB9okHX",FALSE,0,NA,2019-04-30 15:05:16,TRUE,NA,"1123241917662277633",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","ilovemyfeetdays",1,FALSE,FALSE,NA,NA
"4144","Having a great time with @DiabetesUK delivering day 1 of the Primary Care Leadership Programme today @LDC_tweets. E… https://t.co/IAT4GSfoHA",FALSE,15,NA,2019-04-30 15:05:08,TRUE,NA,"1123241884175015936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EDEN_Leicester",3,FALSE,FALSE,NA,NA
"4145","Our next celebrity this week is Nick Jonas. He was diagnosed with type 1 diabetes at age 13 and was always very ope… https://t.co/GFNsVkDGKj",FALSE,1,NA,2019-04-30 15:05:04,TRUE,NA,"1123241865753579520",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Wellistic",0,FALSE,FALSE,NA,NA
"4146","RT @hvanspall: Observational study of 2.8 million people: severe #obesity assoc'd with 22X risk of #sleepapnea, 12X risk of #diabetes, 4X r…",FALSE,0,NA,2019-04-30 15:04:35,FALSE,NA,"1123241744022163457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gforbes",18,TRUE,FALSE,NA,NA
"4147","Dosing completed at 11.44 i have had hourly bloods since and a yummy curry for lunch. Lower basal rates and insulin… https://t.co/q0O9YVsg3k",FALSE,1,"chloebean",2019-04-30 15:04:18,TRUE,"1123171369406038016","1123241675520921603","22518262","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chloebean",0,FALSE,FALSE,NA,NA
"4148","RT @Royals: Just one month into the season, @SunLifeUS is making great progress to #StrikeoutDiabetes! For each K by our pitchers this year…",FALSE,0,NA,2019-04-30 15:03:13,FALSE,NA,"1123241401699979264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carrieanne2013",14,TRUE,FALSE,NA,NA
"4149","Endocrine disruptors found in 13 different #pesticides used in our food R linked to #obesity n #diabetes:  https://t.co/DOSDLXmJQ4",FALSE,2,NA,2019-04-30 15:03:09,FALSE,NA,"1123241382766895104",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","OrganicLiveFood",1,FALSE,FALSE,NA,NA
"4150","RT @jamesgoolnik: Really excited to be speaking  @PHCukorg  ""Rewards. Thinking beyond sugar"" 🤔 @SamFeltham @RobertLustigMD @lowcarbGP @MrCa…",FALSE,0,NA,2019-04-30 15:03:08,FALSE,NA,"1123241381437366272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heart_yoursmile",6,TRUE,FALSE,NA,NA
"4151","RT @Royals: Just one month into the season, @SunLifeUS is making great progress to #StrikeoutDiabetes! For each K by our pitchers this year…",FALSE,0,NA,2019-04-30 15:02:40,FALSE,NA,"1123241262625239042",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JasonMClaspill",14,TRUE,FALSE,NA,NA
"4152","Fasting can also be for extended periods of consecutive days, like during Navratras or Ramazan. (5/36)
#diabetes… https://t.co/6VcHi0xuPG",FALSE,0,"DrAmbrishMithal",2019-04-30 15:02:10,TRUE,"1123239086695731201","1123241135315439617","1106803026","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrAmbrishMithal",1,FALSE,FALSE,NA,NA
"4153","America’s Rising #Diabetes Rates
#type2diabetes 
#defeatglobaldiabetes
#nationaldefeatdiabetesmonth… https://t.co/Gz2rEJYjN6",FALSE,0,NA,2019-04-30 15:01:54,TRUE,NA,"1123241069565677568",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","DefeatDiabetes1",0,FALSE,FALSE,NA,NA
"4154","#ADA Updates Consensus Report Regarding Personalized #Nutrition Therapy in #Type2 #Diabetes https://t.co/Qls2zzPzZG",FALSE,0,NA,2019-04-30 15:01:46,FALSE,NA,"1123241036204183552",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","WellocityHealth",0,FALSE,FALSE,NA,NA
"4155","Really excited to be speaking  @PHCukorg  ""Rewards. Thinking beyond sugar"" 🤔 @SamFeltham @RobertLustigMD @lowcarbGP… https://t.co/pCr1cvNfMs",FALSE,17,NA,2019-04-30 15:01:07,TRUE,NA,"1123240871355457537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jamesgoolnik",6,FALSE,FALSE,NA,NA
"4156","Miaomiao Reader is waterproof. Yo can get your glucose level in the swimming pool and in the sea! &gt;&gt;… https://t.co/P5TJ2O7rHF",FALSE,0,NA,2019-04-30 15:01:04,TRUE,NA,"1123240858575409152",NA,"<a href=""https://ritekit.com"" rel=""nofollow"">RiteKit</a>","MiaoDiscount",0,FALSE,FALSE,NA,NA
"4157","#T1D in infants &amp; toddlers creates many challenges, both medical &amp; psychosocial for the families, #diabetes teams a… https://t.co/2Y5sFSJ2kW",FALSE,8,NA,2019-04-30 15:00:46,TRUE,NA,"1123240786504683520",NA,"<a href=""https://www.loomly.com/"" rel=""nofollow"">Loomly</a>","ispad_org",3,FALSE,FALSE,NA,NA
"4158","Don't like the thought of being poked in the eye with a needle? We don't either. That's why we're working on oral d… https://t.co/bChVTH21wM",FALSE,6,NA,2019-04-30 15:00:00,TRUE,NA,"1123240591091888134",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","VerseonCorp",1,FALSE,FALSE,NA,NA
"4159","RT @news_RSE: in an exclusive interview with @DiabetesInCntrl, #RSE Fellow Prof @LoraHeisler speaks about serotonin-based #diabetes treatme…",FALSE,0,NA,2019-04-30 14:59:32,FALSE,NA,"1123240472288350210",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LoraHeisler",1,TRUE,FALSE,NA,NA
"4160","RT @blkwomenshealth: Viola Davis Says She Had No Symptoms Before Her Prediabetes Diagnosis; her new documentary, A Touch of Sugar, focuses…",FALSE,0,NA,2019-04-30 14:59:31,FALSE,NA,"1123240471948558337",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DrRosalynDenise",5,TRUE,FALSE,NA,NA
"4161","What an incredible day at @jlandpartners Over 25 Know Your Risk assessments carried out, lots of interesting and us… https://t.co/rq3G84Qfqm",FALSE,6,NA,2019-04-30 14:55:54,TRUE,NA,"1123239557862965248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWDiabetesUK",2,FALSE,FALSE,NA,NA
"4162","What is Diabetes and Insulin Sensitivity? https://t.co/2xMqNJeIz9 @randomahpiao #diabetes #insulin #health #healthandwellness #healthtips",FALSE,1,NA,2019-04-30 14:55:30,FALSE,NA,"1123239460123004929",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aireenp1",0,FALSE,FALSE,NA,NA
"4163","Here are some healthier options for Breakfast other then eating nothing or sugary but that is not healthy for you B… https://t.co/CsAwOpgb3Q",FALSE,0,NA,2019-04-30 14:55:09,TRUE,NA,"1123239373124845568",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","lauriefor",0,FALSE,FALSE,NA,NA
"4164","RT @GlobalObesity: A new study suggests that consuming propionate, a common ingredient in baked goods, animal feeds, and artificial flavori…",FALSE,0,NA,2019-04-30 14:55:08,FALSE,NA,"1123239365495402498",NA,"<a href=""https://twitter.com/pubhealth_watch"" rel=""nofollow"">publichealthaggregator</a>","monitor_PH",1,TRUE,FALSE,NA,NA
"4165","A new study suggests that consuming propionate, a common ingredient in baked goods, animal feeds, and artificial fl… https://t.co/w132tgd7K1",FALSE,0,NA,2019-04-30 14:55:06,TRUE,NA,"1123239357182353408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GlobalObesity",1,FALSE,FALSE,NA,NA
"4166","#Diabetes, #Eating Disorder, Counseling come together. Your future self will thank you! The easiest way to get 16 C… https://t.co/vFgjKfV2TM",FALSE,0,NA,2019-04-30 14:55:06,TRUE,NA,"1123239356448280576",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","MindfulEatingRD",0,FALSE,FALSE,NA,NA
"4167","RT @DanielJDrucker: SGLT2 inhibitors-Cardiorenal drugs first introduced as glucose-lowering agents #Diabetes #CVD #CKD #hypertension  @Circ…",FALSE,0,NA,2019-04-30 14:54:11,FALSE,NA,"1123239126558564360",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JuanembO",11,TRUE,FALSE,NA,NA
"4168","Fasting can be overnight (from sunset till sunrise) or all day (from sunrise to sunset), and with varying frequency… https://t.co/ao9RAiqOdk",FALSE,1,"DrAmbrishMithal",2019-04-30 14:54:01,TRUE,"1123237005515640832","1123239086695731201","1106803026","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrAmbrishMithal",0,FALSE,FALSE,NA,NA
"4169","RT @MorecambeBayCCG: Are you living with or caring for someone with diabetes?

If you are looking for peer support you could join the Befri…",FALSE,0,NA,2019-04-30 14:54:01,FALSE,NA,"1123239085743792129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MorecambeEden",5,TRUE,FALSE,NA,NA
"4170","RT @DrAmbrishMithal: The practice of fasting ranges from light food restriction to extreme abstention. (3/36)
#diabetes #MHealth #Fasting #…",FALSE,0,NA,2019-04-30 14:52:47,FALSE,NA,"1123238774220251139",NA,"<a href=""http://www.littlemsmobile.com"" rel=""nofollow"">CareMo News</a>","caring_mobile",1,TRUE,FALSE,NA,NA
"4171","RT @FatEmperor: Calling #Irish and international community - I need to get on #RTE and counter this outrageous content - please retweet if…",FALSE,0,NA,2019-04-30 14:50:28,FALSE,NA,"1123238193309147139",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mipuip",159,TRUE,FALSE,NA,NA
"4172","RT @petermannwriter: Thanks to the @LeedsNews for promoting @JadeByrne_Actor upcoming shows in Yorkshire #Diabetes #type1diabetes #theatre…",FALSE,0,NA,2019-04-30 14:50:00,FALSE,NA,"1123238074811592704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JadeByrne_Actor",4,TRUE,FALSE,NA,NA
"4173","RT @Royals: Just one month into the season, @SunLifeUS is making great progress to #StrikeoutDiabetes! For each K by our pitchers this year…",FALSE,0,NA,2019-04-30 14:49:58,FALSE,NA,"1123238067656175622",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GavinAnderson35",14,TRUE,FALSE,NA,NA
"4174","#BACON - Prevent Diabetes With Ketogenic Diet #Stickers

BUY here: https://t.co/izx6XzH6P2

#Ketogenic #Keto #LCHF… https://t.co/MofQEPJ5e7",FALSE,0,NA,2019-04-30 14:49:51,TRUE,NA,"1123238036454748160",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","eyerubdesigns",0,FALSE,FALSE,NA,NA
"4175","What do we say to the god of diabetes... #NotToday #SoMeDocs #medtwitter #diabetes #GameofThrones… https://t.co/SYDdzfUEXs",FALSE,7,NA,2019-04-30 14:48:52,TRUE,NA,"1123237787774402560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dryared",3,FALSE,FALSE,NA,NA
"4176","RT @kcldpsych: #IoPPNfestival history of dopamine research - could rapid swings of blood glucose may affect the dopamine reward mechanism?…",FALSE,0,NA,2019-04-30 14:48:06,FALSE,NA,"1123237598296715264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DiabetesKings",2,TRUE,FALSE,NA,NA
"4177","@cadiulus Combine unmet need with ingenuity and for some with #T1D  one gets a superior DIY closed loop system for… https://t.co/PV6evOiKur",FALSE,1,"cadiulus",2019-04-30 14:45:55,TRUE,"1122996579118481411","1123237045676253185","106744954","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DanielJDrucker",0,FALSE,FALSE,NA,NA
"4178","The practice of fasting ranges from light food restriction to extreme abstention. (3/36)
#diabetes #MHealth… https://t.co/bFxhLTbVa8",FALSE,1,"DrAmbrishMithal",2019-04-30 14:45:45,TRUE,"1123234596961652736","1123237005515640832","1106803026","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrAmbrishMithal",1,FALSE,FALSE,NA,NA
"4179","RT @MHealthLab: A new study shows that people with complications of #diabetes were more likely to obtain #healthinsurance after the #ACA pr…",FALSE,0,NA,2019-04-30 14:45:32,FALSE,NA,"1123236952650735617",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","lmw1954",95,TRUE,FALSE,NA,NA
"4180","We are at @LDC_tweets @DiabetesUK #primarycare #leadership #diabetes @kamleshkhunti @profmjdavies @suraiya92 fantas… https://t.co/LYXdBswWGh",FALSE,4,NA,2019-04-30 14:44:20,TRUE,NA,"1123236647661912064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","willcockslaura",2,FALSE,FALSE,NA,NA
"4181","RT @parthaskar: In primary care? Want a simple overview of what #Diabetes medications do what? And what to hold off in renal dysfunction?…",FALSE,0,NA,2019-04-30 14:43:18,FALSE,NA,"1123236389812940801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","p1nky67",37,TRUE,FALSE,NA,NA
"4182","RT @mediccapress: Dr Archana Sarda says clinicians should look for different types of #diabetes in children. #CME #doctors @DiabetesDoctors…",FALSE,0,NA,2019-04-30 14:43:17,FALSE,NA,"1123236382762123264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Wellthy_Care",2,TRUE,FALSE,NA,NA
"4183","@DietCoke Diet coke is poison.

#diabetes in a plastic bottle.",FALSE,0,"DietCoke",2019-04-30 14:42:54,FALSE,"1118499406821638146","1123236286331084803","90662986","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yahuwah7",0,FALSE,FALSE,NA,NA
"4184","It’s strange when you have tried to kill yourself as a teen, then find you have diabetes and it could literally kill you. #diabetes",FALSE,1,NA,2019-04-30 14:41:16,FALSE,NA,"1123235877071851520",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ree923",0,FALSE,FALSE,NA,NA
"4185","#Mobilehealth technology is already empowering people with #diabetes to better manage their health. We believe… https://t.co/RkZDfx0hLO",FALSE,12,NA,2019-04-30 14:41:07,TRUE,NA,"1123235838517764096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AscensiaGlobal",3,FALSE,FALSE,NA,NA
"4186","RT @KulikovUNIATF: Severely #obese people in middle age are 50% more likely to die early than those of a healthy weight. In particular #obe…",FALSE,0,NA,2019-04-30 14:40:45,FALSE,NA,"1123235746196930561",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MPH_Adapt",28,TRUE,FALSE,NA,NA
"4187","Get $50 off! Are you a diabetic or pre-diabetic? With this 6-week course you can prevent/treat #diabetes. This cour… https://t.co/oDhRVdHamY",FALSE,0,NA,2019-04-30 14:40:07,TRUE,NA,"1123235586909904897",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LeannForst",0,FALSE,FALSE,NA,NA
"4188","#DYK: The @AmDiabetesAssn found that 30.3 million Americans have #diabetes? That's about 1 out of every 10 people. https://t.co/MMkrJxVqYh",FALSE,0,NA,2019-04-30 14:40:01,FALSE,NA,"1123235560946950145",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","iGlucose",0,FALSE,FALSE,NA,NA
"4189","RT @WDD: The amount of nutrients in the diet of children with #diabetes depends on age, weight, activity and the medication they take. Lear…",FALSE,0,NA,2019-04-30 14:38:39,FALSE,NA,"1123235217752248321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bakol",21,TRUE,FALSE,NA,NA
"4190","RT @DrAmbrishMithal: Celebrating festivals by fasting or feasting (or both) has been a practice in India from ancient times and is recommen…",FALSE,0,NA,2019-04-30 14:37:32,FALSE,NA,"1123234936910155777",NA,"<a href=""http://www.littlemsmobile.com"" rel=""nofollow"">CareMo News</a>","caring_mobile",2,TRUE,FALSE,NA,NA
"4191","RT @DrAmbrishMithal: “Upavaasa”is the Sanskrit word for fasting; “upa” means “near” and “vaasa” means “to stay”. Fasting therefore means “t…",FALSE,0,NA,2019-04-30 14:37:28,FALSE,NA,"1123234922532151296",NA,"<a href=""http://www.littlemsmobile.com"" rel=""nofollow"">CareMo News</a>","caring_mobile",1,TRUE,FALSE,NA,NA
"4192","“Upavaasa”is the Sanskrit word for fasting; “upa” means “near” and “vaasa” means “to stay”. Fasting therefore means… https://t.co/0AEzGqnkSY",FALSE,2,"DrAmbrishMithal",2019-04-30 14:36:11,TRUE,"1123234595162320901","1123234596961652736","1106803026","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrAmbrishMithal",1,FALSE,FALSE,NA,NA
"4193","Celebrating festivals by fasting or feasting (or both) has been a practice in India from ancient times and is recom… https://t.co/B6O3yBKPdJ",FALSE,7,NA,2019-04-30 14:36:10,TRUE,NA,"1123234595162320901",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrAmbrishMithal",2,FALSE,FALSE,NA,NA
"4194","RT @vumcdiabetes: Researchers with the Vanderbilt Diabetes Research and Training Center (DRTC) have discovered a progressive decline in pan…",FALSE,0,NA,2019-04-30 14:35:53,FALSE,NA,"1123234523922276353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VUMCgenetics",9,TRUE,FALSE,NA,NA
"4195","RT @NHSNewhamCCG: Do you have #diabetes? Are you #fasting this #Ramadan? Then stay safe by joining us on Thurs 2 May at Katherine Rd Commun…",FALSE,0,NA,2019-04-30 14:35:44,FALSE,NA,"1123234486588727302",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","activeNewham",4,TRUE,FALSE,NA,NA
"4196","Do you have #diabetes? Are you #fasting this #Ramadan? Then stay safe by joining us on Thurs 2 May at Katherine Rd… https://t.co/aK5ng2riWq",FALSE,3,NA,2019-04-30 14:35:07,TRUE,NA,"1123234330690637824",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NHSNewhamCCG",4,FALSE,FALSE,NA,NA
"4197","RT @ensembl: If you have a specific set of variants in the MC4R gene you're likely to #weigh less than the average person, and 50% less lik…",FALSE,0,NA,2019-04-30 14:34:40,FALSE,NA,"1123234217595494401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PharmaEpigenLab",7,TRUE,FALSE,NA,NA
"4198","RT @medwireNews: Our latest #diabetes editor's pick is the Ellipse trial, demonstrating that #liraglutide improves glycemic control in chil…",FALSE,0,NA,2019-04-30 14:34:39,FALSE,NA,"1123234213917077504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Diab_Matters",1,TRUE,FALSE,NA,NA
"4199","Getting a diagnosis of diabetes in your dog or cat can be scary at first! But it doesn’t have to be. Diabetes in pe… https://t.co/xsYEe19NGL",FALSE,0,NA,2019-04-30 14:34:04,TRUE,NA,"1123234066663231488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","goodpetparent",0,FALSE,FALSE,NA,NA
"4200","Our latest #diabetes editor's pick is the Ellipse trial, demonstrating that #liraglutide improves glycemic control… https://t.co/jQV7NusyDr",FALSE,0,NA,2019-04-30 14:34:03,TRUE,NA,"1123234061244346368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","medwireNews",1,FALSE,FALSE,NA,NA
"4201","#WhatTheHealth film might actually save your life. Recommended viewing. https://t.co/JwOdbqBzs1     
#nutrition… https://t.co/p3Ho25taDW",FALSE,1,NA,2019-04-30 14:33:37,TRUE,NA,"1123233949961150464",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Prontobrand",1,FALSE,FALSE,NA,NA
"4202","Newsy Tuesday: Crazy Images of Diabetes Blood Vessels! #Diabetes #DiabetesCoach #DiabetesLife Growing Blood vessels… https://t.co/XFkKG49UJa",FALSE,0,NA,2019-04-30 14:32:53,TRUE,NA,"1123233766036647937",NA,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>","TheDiabetesDeal",0,FALSE,FALSE,NA,NA
"4203","There are lots of #myths about #diabetes like “It’s all about #sugar.” Not so! Know the facts.… https://t.co/wdWatZAELH",FALSE,0,NA,2019-04-30 14:32:03,TRUE,NA,"1123233555847557121",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","diabetichealing",0,FALSE,FALSE,NA,NA
"4204","RT @ERAEDTA: New @NDTsocial Video: The utility of magnetic resonance imaging for noninvasive evaluation of diabetic #nephropathy, presented…",FALSE,0,NA,2019-04-30 14:31:40,FALSE,NA,"1123233461857411072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","denisfouque1",6,TRUE,FALSE,NA,NA
"4205","RT @vdexdiabetes: #ThingsSaidInTheFuture  Never could believe Diabetes was so uncontrolled for so long.  Thank you #vdexdiabetes for changi…",FALSE,0,NA,2019-04-30 14:31:36,FALSE,NA,"1123233443142356992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nebraskabob",5,TRUE,FALSE,NA,NA
"4206","RT @ClinMedJournals: The #epigenetic landscape in the cardiovascular complications of #diabetes https://t.co/PKo7UdGn7V #freeaccess till Ju…",FALSE,0,NA,2019-04-30 14:31:02,FALSE,NA,"1123233301685252096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SIE_2013",1,TRUE,FALSE,NA,NA
"4207","RT @expertscapenews: Experts in #insulin research posted in @DiabetesTimes. Kudos to everyone dedicated to advancing #diabetes medicine and…",FALSE,0,NA,2019-04-30 14:30:56,FALSE,NA,"1123233278197157888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DiabetesTimes",1,TRUE,FALSE,NA,NA
